feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
lincosamide.antibiotic	timepoint	after	1.2854000186874	0.629954739600722	12	12	0.0968115158724056	0.145217273808608
macrolide.antibiotic	timepoint	after	1.2854000186874	0.629954739600722	12	12	0.0968115158724056	0.145217273808608
rifamycin.antibiotic	timepoint	after	2.16259474788017	0.889800921085646	12	4	0.0511349129579956	0.145217273808608
tetracycline.antibiotic	timepoint	after	-0.288197177885631	0.0961548608209268	12	12	0.0301956009111603	0.145217273808608
cephalosporin	timepoint	after	-1.17197551394504	0.717257814358089	12	7	0.133313305745058	0.159975966894069
